Pct_treino,Algoritmo,Acuracia
0.1,Nearest Neighbors,0.9538246268656716
0.1,RBF SVM,0.9580223880597015
0.1,Decision Tree,0.9132462686567164
0.1,Random Forest,0.9090485074626866
0.1,Naive Bayes,0.7845149253731343
0.1,Neural Net,0.9328358208955224
0.1,Nearest Neighbors,0.9645522388059702
0.1,RBF SVM,0.9654850746268657
0.1,Decision Tree,0.909981343283582
0.1,Random Forest,0.9039179104477612
0.1,Naive Bayes,0.7985074626865671
0.1,Neural Net,0.9202425373134329
0.1,Nearest Neighbors,0.9617537313432836
0.1,RBF SVM,0.9659514925373134
0.1,Decision Tree,0.9169776119402985
0.1,Random Forest,0.9174440298507462
0.1,Naive Bayes,0.8064365671641791
0.1,Neural Net,0.9468283582089553
0.1,Nearest Neighbors,0.9678171641791045
0.1,RBF SVM,0.9706156716417911
0.1,Decision Tree,0.9216417910447762
0.1,Random Forest,0.9305037313432836
0.1,Naive Bayes,0.8055037313432836
0.1,Neural Net,0.909981343283582
0.1,Nearest Neighbors,0.9626865671641791
0.1,RBF SVM,0.9673507462686567
0.1,Decision Tree,0.9169776119402985
0.1,Random Forest,0.9155783582089553
0.1,Naive Bayes,0.7938432835820896
0.1,Neural Net,0.9468283582089553
0.1,Nearest Neighbors,0.9640858208955224
0.1,RBF SVM,0.9640858208955224
0.1,Decision Tree,0.9169776119402985
0.1,Random Forest,0.9160447761194029
0.1,Naive Bayes,0.7868470149253731
0.1,Neural Net,0.9095149253731343
0.1,Nearest Neighbors,0.9584888059701493
0.1,RBF SVM,0.9631529850746269
0.1,Decision Tree,0.9090485074626866
0.1,Random Forest,0.8740671641791045
0.1,Naive Bayes,0.8027052238805971
0.1,Neural Net,0.9407649253731343
0.1,Nearest Neighbors,0.9561567164179104
0.1,RBF SVM,0.9542910447761194
0.1,Decision Tree,0.90625
0.1,Random Forest,0.9043843283582089
0.1,Naive Bayes,0.7602611940298507
0.1,Neural Net,0.9388992537313433
0.1,Nearest Neighbors,0.9589552238805971
0.1,RBF SVM,0.9598880597014925
0.1,Decision Tree,0.9071828358208955
0.1,Random Forest,0.909981343283582
0.1,Naive Bayes,0.7859141791044776
0.1,Neural Net,0.9015858208955224
0.1,Nearest Neighbors,0.9631529850746269
0.1,RBF SVM,0.9622201492537313
0.1,Decision Tree,0.9151119402985075
0.1,Random Forest,0.941231343283582
0.1,Naive Bayes,0.8064365671641791
0.1,Neural Net,0.9430970149253731
0.2,Nearest Neighbors,0.9661768136225799
0.2,RBF SVM,0.967109867039888
0.2,Decision Tree,0.9153254023792862
0.2,Random Forest,0.9484487986937252
0.2,Naive Bayes,0.8068579426172149
0.2,Neural Net,0.9209237228831351
0.2,Nearest Neighbors,0.9566130160951715
0.2,RBF SVM,0.9587123862841148
0.2,Decision Tree,0.9092605551667833
0.2,Random Forest,0.9258222533240028
0.2,Naive Bayes,0.794494984837882
0.2,Neural Net,0.9057616048518777
0.2,Nearest Neighbors,0.9619780732446933
0.2,RBF SVM,0.9636109167249826
0.2,Decision Tree,0.9120597154187077
0.2,Random Forest,0.9265220433869839
0.2,Naive Bayes,0.7891299276883602
0.2,Neural Net,0.9372521576860275
0.2,Nearest Neighbors,0.9589456496384418
0.2,RBF SVM,0.960578493118731
0.2,Decision Tree,0.9036622346629345
0.2,Random Forest,0.9484487986937252
0.2,Naive Bayes,0.794728248192209
0.2,Neural Net,0.9393515278749709
0.2,Nearest Neighbors,0.9542803825519011
0.2,RBF SVM,0.9577793328668066
0.2,Decision Tree,0.9036622346629345
0.2,Random Forest,0.9311873104735247
0.2,Naive Bayes,0.7926288780032656
0.2,Neural Net,0.9323536272451598
0.2,Nearest Neighbors,0.9580125962211337
0.2,RBF SVM,0.9652437602052718
0.2,Decision Tree,0.9132260321903429
0.2,Random Forest,0.8847679029624446
0.2,Naive Bayes,0.7891299276883602
0.2,Neural Net,0.9120597154187077
0.2,Nearest Neighbors,0.954047119197574
0.2,RBF SVM,0.9573128061581525
0.2,Decision Tree,0.9071611849778399
0.2,Random Forest,0.9127595054816888
0.2,Naive Bayes,0.7958945649638441
0.2,Neural Net,0.9379519477490086
0.2,Nearest Neighbors,0.9587123862841148
0.2,RBF SVM,0.9587123862841148
0.2,Decision Tree,0.9024959178912992
0.2,Random Forest,0.9255889899696758
0.2,Naive Bayes,0.7865640307907628
0.2,Neural Net,0.8992302309307207
0.2,Nearest Neighbors,0.9580125962211337
0.2,RBF SVM,0.95987870305575
0.2,Decision Tree,0.9104268719384184
0.2,Random Forest,0.9146256123163051
0.2,Naive Bayes,0.7865640307907628
0.2,Neural Net,0.9349195241427571
0.2,Nearest Neighbors,0.9561464893865174
0.2,RBF SVM,0.95987870305575
0.2,Decision Tree,0.9031957079542804
0.2,Random Forest,0.914159085607651
0.2,Naive Bayes,0.7923956146489387
0.2,Neural Net,0.9108933986470725
0.30000000000000004,Nearest Neighbors,0.9611257969211631
0.30000000000000004,RBF SVM,0.9634582491058933
0.30000000000000004,Decision Tree,0.9144767532265589
0.30000000000000004,Random Forest,0.9496190328098274
0.30000000000000004,Naive Bayes,0.7964546726792101
0.30000000000000004,Neural Net,0.9152542372881356
0.30000000000000004,Nearest Neighbors,0.9589488415487483
0.30000000000000004,RBF SVM,0.9622142746073705
0.30000000000000004,Decision Tree,0.9150987404758203
0.30000000000000004,Random Forest,0.8909967345669414
0.30000000000000004,Naive Bayes,0.7998756025501477
0.30000000000000004,Neural Net,0.9009485305551236
0.30000000000000004,Nearest Neighbors,0.9567718861763334
0.30000000000000004,RBF SVM,0.9589488415487483
0.30000000000000004,Decision Tree,0.9118333074171979
0.30000000000000004,Random Forest,0.9433991603172135
0.30000000000000004,Naive Bayes,0.7944332141191106
0.30000000000000004,Neural Net,0.9149432436635049
0.30000000000000004,Nearest Neighbors,0.9584823511118022
0.30000000000000004,RBF SVM,0.9598818224226403
0.30000000000000004,Decision Tree,0.9095008552324677
0.30000000000000004,Random Forest,0.9332918675167159
0.30000000000000004,Naive Bayes,0.7992536153008863
0.30000000000000004,Neural Net,0.938267765510807
0.30000000000000004,Nearest Neighbors,0.9600373192349557
0.30000000000000004,RBF SVM,0.9611257969211631
0.30000000000000004,Decision Tree,0.912299797854144
0.30000000000000004,Random Forest,0.9392007463846991
0.30000000000000004,Naive Bayes,0.7942777173067952
0.30000000000000004,Neural Net,0.9157207277250816
0.30000000000000004,Nearest Neighbors,0.960192816047271
0.30000000000000004,RBF SVM,0.9622142746073705
0.30000000000000004,Decision Tree,0.922562587466957
0.30000000000000004,Random Forest,0.9040584668014305
0.30000000000000004,Naive Bayes,0.6770331208210232
0.30000000000000004,Neural Net,0.9014150209920697
0.30000000000000004,Nearest Neighbors,0.9605038096719017
0.30000000000000004,RBF SVM,0.9651687140413622
0.30000000000000004,Decision Tree,0.9132327787280361
0.30000000000000004,Random Forest,0.9362463069507075
0.30000000000000004,Naive Bayes,0.8050069973565542
0.30000000000000004,Neural Net,0.9067019126107915
0.30000000000000004,Nearest Neighbors,0.9580158606748561
0.30000000000000004,RBF SVM,0.9625252682320012
0.30000000000000004,Decision Tree,0.9258280205255792
0.30000000000000004,Random Forest,0.952573472243819
0.30000000000000004,Naive Bayes,0.7983206344269942
0.30000000000000004,Neural Net,0.902037008241331
0.30000000000000004,Nearest Neighbors,0.9609703001088478
0.30000000000000004,RBF SVM,0.9623697714196859
0.30000000000000004,Decision Tree,0.9115223137925672
0.30000000000000004,Random Forest,0.9133882755403514
0.30000000000000004,Naive Bayes,0.788368838438812
0.30000000000000004,Neural Net,0.9328253770797699
0.30000000000000004,Nearest Neighbors,0.9600373192349557
0.30000000000000004,RBF SVM,0.9619032809827398
0.30000000000000004,Decision Tree,0.9255170269009485
0.30000000000000004,Random Forest,0.924428549214741
0.30000000000000004,Naive Bayes,0.7936557300575339
0.30000000000000004,Neural Net,0.9026589954905925
0.4,Nearest Neighbors,0.9602285980872405
0.4,RBF SVM,0.9604618614415675
0.4,Decision Tree,0.9115931887100537
0.4,Random Forest,0.95358059248892
0.4,Naive Bayes,0.7951947749008631
0.4,Neural Net,0.9435502682528575
0.4,Nearest Neighbors,0.9582458595754607
0.4,RBF SVM,0.9592955446699324
0.4,Decision Tree,0.9068112899463494
0.4,Random Forest,0.9092605551667833
0.4,Naive Bayes,0.79111266620014
0.4,Neural Net,0.9258222533240028
0.4,Nearest Neighbors,0.9556799626778633
0.4,RBF SVM,0.9559132260321903
0.4,Decision Tree,0.9233729881035689
0.4,Random Forest,0.923839514812223
0.4,Naive Bayes,0.7902962444599954
0.4,Neural Net,0.9050618147888967
0.4,Nearest Neighbors,0.9568462794494985
0.4,RBF SVM,0.9606951247958946
0.4,Decision Tree,0.9071611849778399
0.4,Random Forest,0.9198740377886634
0.4,Naive Bayes,0.7946116165150455
0.4,Neural Net,0.927221833449965
0.4,Nearest Neighbors,0.9582458595754607
0.4,RBF SVM,0.9596454397014229
0.4,Decision Tree,0.9265220433869839
0.4,Random Forest,0.9232563564264055
0.4,Naive Bayes,0.7970608817354794
0.4,Neural Net,0.9344529974341031
0.4,Nearest Neighbors,0.9604618614415675
0.4,RBF SVM,0.9617448098903663
0.4,Decision Tree,0.9246559365523677
0.4,Random Forest,0.9280382551901096
0.4,Naive Bayes,0.7937951947749009
0.4,Neural Net,0.9106601352927455
0.4,Nearest Neighbors,0.9585957546069512
0.4,RBF SVM,0.95987870305575
0.4,Decision Tree,0.9089106601352928
0.4,Random Forest,0.9348028924655937
0.4,Naive Bayes,0.7906461394914859
0.4,Neural Net,0.9068112899463494
0.4,Nearest Neighbors,0.9560298577093539
0.4,RBF SVM,0.9578959645439702
0.4,Decision Tree,0.920690459528808
0.4,Random Forest,0.9378353160718451
0.4,Naive Bayes,0.7929787730347563
0.4,Neural Net,0.9111266620013996
0.4,Nearest Neighbors,0.9611616515045487
0.4,RBF SVM,0.960111966410077
0.4,Decision Tree,0.9104268719384184
0.4,Random Forest,0.9057616048518777
0.4,Naive Bayes,0.7919290879402846
0.4,Neural Net,0.9384184744576627
0.4,Nearest Neighbors,0.9610450198273851
0.4,RBF SVM,0.960811756473058
0.4,Decision Tree,0.9049451831117331
0.4,Random Forest,0.9477490086307441
0.4,Naive Bayes,0.7960111966410077
0.4,Neural Net,0.9162584557965944
0.5,Nearest Neighbors,0.9593207688001493
0.5,RBF SVM,0.9597872737451016
0.5,Decision Tree,0.9231199850718418
0.5,Random Forest,0.9337562978167568
0.5,Naive Bayes,0.6801642097406233
0.5,Neural Net,0.9023138645269639
0.5,Nearest Neighbors,0.9583877589102444
0.5,RBF SVM,0.9595073707781302
0.5,Decision Tree,0.9229333830938607
0.5,Random Forest,0.919108042545251
0.5,Naive Bayes,0.7919387945512223
0.5,Neural Net,0.9167755178204889
0.5,Nearest Neighbors,0.9607202836350065
0.5,RBF SVM,0.9596939727561112
0.5,Decision Tree,0.9111774584810599
0.5,Random Forest,0.9201343534241463
0.5,Naive Bayes,0.6772718790819182
0.5,Neural Net,0.9134166822168315
0.5,Nearest Neighbors,0.958107855943273
0.5,RBF SVM,0.958294457921254
0.5,Decision Tree,0.9089382347452883
0.5,Random Forest,0.9436462026497481
0.5,Naive Bayes,0.7944579212539653
0.5,Neural Net,0.8997014368352304
0.5,Nearest Neighbors,0.9576413509983206
0.5,RBF SVM,0.9584810598992349
0.5,Decision Tree,0.9099645456241836
0.5,Random Forest,0.8809479380481433
0.5,Naive Bayes,0.7906325807053555
0.5,Neural Net,0.932823287926852
0.5,Nearest Neighbors,0.9603470796790446
0.5,RBF SVM,0.9585743608882255
0.5,Decision Tree,0.9105243515581265
0.5,Random Forest,0.9367419294644523
0.5,Naive Bayes,0.7938981153200224
0.5,Neural Net,0.9159358089195746
0.5,Nearest Neighbors,0.958107855943273
0.5,RBF SVM,0.9596939727561112
0.5,Decision Tree,0.9111774584810599
0.5,Random Forest,0.9224668781489084
0.5,Naive Bayes,0.7960440380668035
0.5,Neural Net,0.9434596006717672
0.5,Nearest Neighbors,0.9601604777010636
0.5,RBF SVM,0.9590408658331778
0.5,Decision Tree,0.9097779436462027
0.5,Random Forest,0.9263855196865087
0.5,Naive Bayes,0.7910990856503078
0.5,Neural Net,0.9136032841948125
0.5,Nearest Neighbors,0.9583877589102444
0.5,RBF SVM,0.9615599925359208
0.5,Decision Tree,0.9125769733159171
0.5,Random Forest,0.9324500839708901
0.5,Naive Bayes,0.7958574360888225
0.5,Neural Net,0.9044597872737451
0.5,Nearest Neighbors,0.9600671767120732
0.5,RBF SVM,0.9627729053927971
0.5,Decision Tree,0.9123903713379362
0.5,Random Forest,0.9134166822168315
0.5,Naive Bayes,0.7952043291658891
0.5,Neural Net,0.9170554207874604
0.6,Nearest Neighbors,0.9580125962211337
0.6,RBF SVM,0.9578570873182489
0.6,Decision Tree,0.9250447088095793
0.6,Random Forest,0.9234896197807324
0.6,Naive Bayes,0.796983127284037
0.6,Neural Net,0.8947204727470648
0.6,Nearest Neighbors,0.9587901407355571
0.6,RBF SVM,0.9602674753129616
0.6,Decision Tree,0.9241116553922712
0.6,Random Forest,0.9146256123163051
0.6,Naive Bayes,0.7936396858720162
0.6,Neural Net,0.9118264520643807
0.6,Nearest Neighbors,0.9586346318326724
0.6,RBF SVM,0.9579348417696913
0.6,Decision Tree,0.9107378897441879
0.6,Random Forest,0.8948759816499494
0.6,Naive Bayes,0.79045175336288
0.6,Neural Net,0.9126817510302465
0.6,Nearest Neighbors,0.9582458595754607
0.6,RBF SVM,0.9589456496384418
0.6,Decision Tree,0.9232563564264055
0.6,Random Forest,0.9253557266153487
0.6,Naive Bayes,0.7941839670321126
0.6,Neural Net,0.9328979084052562
0.6,Nearest Neighbors,0.9578570873182489
0.6,RBF SVM,0.9569240339009408
0.6,Decision Tree,0.9082497472980328
0.6,Random Forest,0.9208459684316928
0.6,Naive Bayes,0.7942617214835549
0.6,Neural Net,0.9144701034134204
0.6,Nearest Neighbors,0.9574683150610372
0.6,RBF SVM,0.955835471580748
0.6,Decision Tree,0.9073166938807247
0.6,Random Forest,0.9277661146100614
0.6,Naive Bayes,0.7945727392893243
0.6,Neural Net,0.9112044164528419
0.6,Nearest Neighbors,0.9570017883523831
0.6,RBF SVM,0.9588678951869994
0.6,Decision Tree,0.9105823808413032
0.6,Random Forest,0.9133037866417852
0.6,Naive Bayes,0.7948060026436513
0.6,Neural Net,0.9138480678018817
0.6,Nearest Neighbors,0.958090350672576
0.6,RBF SVM,0.9603452297644041
0.6,Decision Tree,0.9121374698701501
0.6,Random Forest,0.9423061970297799
0.6,Naive Bayes,0.6813622579892699
0.6,Neural Net,0.8999300209937019
0.6,Nearest Neighbors,0.9594899307985382
0.6,RBF SVM,0.9582458595754607
0.6,Decision Tree,0.9078609750408211
0.6,Random Forest,0.9202239328201539
0.6,Naive Bayes,0.7945727392893243
0.6,Neural Net,0.9392737734235285
0.6,Nearest Neighbors,0.9584013684783453
0.6,RBF SVM,0.9602674753129616
0.6,Decision Tree,0.9250447088095793
0.6,Random Forest,0.9369411398802582
0.6,Naive Bayes,0.6882824041676386
0.6,Neural Net,0.9171915092139025
0.7,Nearest Neighbors,0.9580778459077579
0.7,RBF SVM,0.9558784324180218
0.7,Decision Tree,0.9225539856038389
0.7,Random Forest,0.9145561183684351
0.7,Naive Bayes,0.7932551319648093
0.7,Neural Net,0.9283524393495068
0.7,Nearest Neighbors,0.9604105571847508
0.7,RBF SVM,0.9563449746734204
0.7,Decision Tree,0.9107571314316182
0.7,Random Forest,0.9443481738203146
0.7,Naive Bayes,0.7916555585177286
0.7,Neural Net,0.8963609704078912
0.7,Nearest Neighbors,0.9568115169288189
0.7,RBF SVM,0.961010397227406
0.7,Decision Tree,0.9231538256464943
0.7,Random Forest,0.9370167955211943
0.7,Naive Bayes,0.79812050119968
0.7,Neural Net,0.9395494534790723
0.7,Nearest Neighbors,0.9573447080778459
0.7,RBF SVM,0.9572114102905892
0.7,Decision Tree,0.913089842708611
0.7,Random Forest,0.9171554252199413
0.7,Naive Bayes,0.7064116235670488
0.7,Neural Net,0.9318181818181818
0.7,Nearest Neighbors,0.9544121567581978
0.7,RBF SVM,0.9560117302052786
0.7,Decision Tree,0.9099573447080779
0.7,Random Forest,0.9219541455611837
0.7,Naive Bayes,0.7917888563049853
0.7,Neural Net,0.9044921354305518
0.7,Nearest Neighbors,0.9567448680351907
0.7,RBF SVM,0.9566115702479339
0.7,Decision Tree,0.9098240469208211
0.7,Random Forest,0.9320847773926952
0.7,Naive Bayes,0.7951213009864037
0.7,Neural Net,0.9026259664089576
0.7,Nearest Neighbors,0.9584777392695282
0.7,RBF SVM,0.9580778459077579
0.7,Decision Tree,0.9088243135163956
0.7,Random Forest,0.8948946947480672
0.7,Naive Bayes,0.7941882164756066
0.7,Neural Net,0.9042255398560384
0.7,Nearest Neighbors,0.9604105571847508
0.7,RBF SVM,0.957544654758731
0.7,Decision Tree,0.926019728072514
0.7,Random Forest,0.9210210610503866
0.7,Naive Bayes,0.7937216742202079
0.7,Neural Net,0.9397494001599573
0.7,Nearest Neighbors,0.9576779525459878
0.7,RBF SVM,0.9562116768861637
0.7,Decision Tree,0.9097573980271928
0.7,Random Forest,0.9458144494801386
0.7,Naive Bayes,0.7927885897094108
0.7,Neural Net,0.9230871767528659
0.7,Nearest Neighbors,0.9565449213543055
0.7,RBF SVM,0.9552119434817382
0.7,Decision Tree,0.9258864302852573
0.7,Random Forest,0.9268861636896828
0.7,Naive Bayes,0.680018661690216
0.7,Neural Net,0.9052252732604639
0.7999999999999999,Nearest Neighbors,0.9541054350361559
0.7999999999999999,RBF SVM,0.9542220667133193
0.7999999999999999,Decision Tree,0.9244226731980406
0.7999999999999999,Random Forest,0.9097270818754374
0.7999999999999999,Naive Bayes,0.7864473991135993
0.7999999999999999,Neural Net,0.9157336132493585
0.7999999999999999,Nearest Neighbors,0.958187543736879
0.7999999999999999,RBF SVM,0.9543386983904829
0.7999999999999999,Decision Tree,0.9092605551667833
0.7999999999999999,Random Forest,0.9140424539304876
0.7999999999999999,Naive Bayes,0.7923956146489387
0.7999999999999999,Neural Net,0.9101936085840915
0.7999999999999999,Nearest Neighbors,0.9563797527408444
0.7999999999999999,RBF SVM,0.9549218567763005
0.7999999999999999,Decision Tree,0.9101936085840915
0.7999999999999999,Random Forest,0.9217401446232797
0.7999999999999999,Naive Bayes,0.7951364590622814
0.7999999999999999,Neural Net,0.8989969675763938
0.7999999999999999,Nearest Neighbors,0.9590039654770236
0.7999999999999999,RBF SVM,0.9557965943550268
0.7999999999999999,Decision Tree,0.9231980405878236
0.7999999999999999,Random Forest,0.9031373921156987
0.7999999999999999,Naive Bayes,0.7954280382551902
0.7999999999999999,Neural Net,0.9384184744576627
0.7999999999999999,Nearest Neighbors,0.9559715418707722
0.7999999999999999,RBF SVM,0.955038488453464
0.7999999999999999,Decision Tree,0.9212153020760439
0.7999999999999999,Random Forest,0.92407277816655
0.7999999999999999,Naive Bayes,0.7982271985071145
0.7999999999999999,Neural Net,0.9058199206904596
0.7999999999999999,Nearest Neighbors,0.9573711219967344
0.7999999999999999,RBF SVM,0.9527058549101937
0.7999999999999999,Decision Tree,0.912234662934453
0.7999999999999999,Random Forest,0.9300209937018894
0.7999999999999999,Naive Bayes,0.7971191975740611
0.7999999999999999,Neural Net,0.9344529974341031
0.7999999999999999,Nearest Neighbors,0.9555633310006998
0.7999999999999999,RBF SVM,0.9527058549101937
0.7999999999999999,Decision Tree,0.9109517144856543
0.7999999999999999,Random Forest,0.9033706554700257
0.7999999999999999,Naive Bayes,0.7961861441567529
0.7999999999999999,Neural Net,0.9032540237928621
0.7999999999999999,Nearest Neighbors,0.9546302775833917
0.7999999999999999,RBF SVM,0.951889433170049
0.7999999999999999,Decision Tree,0.9215068812689526
0.7999999999999999,Random Forest,0.9306624679262888
0.7999999999999999,Naive Bayes,0.7948448798693725
0.7999999999999999,Neural Net,0.9362024725915559
0.7999999999999999,Nearest Neighbors,0.9570795428038256
0.7999999999999999,RBF SVM,0.9503149055283415
0.7999999999999999,Decision Tree,0.9196990902729181
0.7999999999999999,Random Forest,0.9243643573594589
0.7999999999999999,Naive Bayes,0.7179846046186145
0.7999999999999999,Neural Net,0.9395264753907161
0.7999999999999999,Nearest Neighbors,0.9559715418707722
0.7999999999999999,RBF SVM,0.9534056449731747
0.7999999999999999,Decision Tree,0.9096104501982738
0.7999999999999999,Random Forest,0.923839514812223
0.7999999999999999,Naive Bayes,0.7930954047119197
0.7999999999999999,Neural Net,0.9113016095171449
0.8999999999999999,Nearest Neighbors,0.9487844072365351
0.8999999999999999,RBF SVM,0.9414752993623969
0.8999999999999999,Decision Tree,0.9235394743662848
0.8999999999999999,Random Forest,0.8819656834793427
0.8999999999999999,Naive Bayes,0.7942563889896843
0.8999999999999999,Neural Net,0.8962210357161371
0.8999999999999999,Nearest Neighbors,0.954020009330776
0.8999999999999999,RBF SVM,0.9434451298532994
0.8999999999999999,Decision Tree,0.92141413094189
0.8999999999999999,Random Forest,0.938624228915038
0.8999999999999999,Naive Bayes,0.7964335700585765
0.8999999999999999,Neural Net,0.8855424809496657
0.8999999999999999,Nearest Neighbors,0.9542791975532632
0.8999999999999999,RBF SVM,0.9455186356331968
0.8999999999999999,Decision Tree,0.9391426053600125
0.8999999999999999,Random Forest,0.9369135866466228
0.8999999999999999,Naive Bayes,0.789331812762428
0.8999999999999999,Neural Net,0.90181950132186
0.8999999999999999,Nearest Neighbors,0.9524648799958529
0.8999999999999999,RBF SVM,0.9467109014566378
0.8999999999999999,Decision Tree,0.9215696438753823
0.8999999999999999,Random Forest,0.9140531854232544
0.8999999999999999,Naive Bayes,0.7946710901456637
0.8999999999999999,Neural Net,0.9020786895443471
0.8999999999999999,Nearest Neighbors,0.9564045409776579
0.8999999999999999,RBF SVM,0.9366543984241356
0.8999999999999999,Decision Tree,0.9095433103519776
0.8999999999999999,Random Forest,0.9290342646830128
0.8999999999999999,Naive Bayes,0.7932196360997357
0.8999999999999999,Neural Net,0.9150899383132031
0.8999999999999999,Nearest Neighbors,0.9524648799958529
0.8999999999999999,RBF SVM,0.9453112850552071
0.8999999999999999,Decision Tree,0.9274791353480898
0.8999999999999999,Random Forest,0.9167487429371209
0.8999999999999999,Naive Bayes,0.782748431911254
0.8999999999999999,Neural Net,0.9357213208231818
0.8999999999999999,Nearest Neighbors,0.957959670312581
0.8999999999999999,RBF SVM,0.9444300450987507
0.8999999999999999,Decision Tree,0.9242133637447515
0.8999999999999999,Random Forest,0.9156601524026748
0.8999999999999999,Naive Bayes,0.6815613498522627
0.8999999999999999,Neural Net,0.9009382613654036
0.8999999999999999,Nearest Neighbors,0.9517391529728889
0.8999999999999999,RBF SVM,0.9425120522523457
0.8999999999999999,Decision Tree,0.9246280649007309
0.8999999999999999,Random Forest,0.9259240060131667
0.8999999999999999,Naive Bayes,0.7419003680472759
0.8999999999999999,Neural Net,0.9022860401223368
0.8999999999999999,Nearest Neighbors,0.9563008656886631
0.8999999999999999,RBF SVM,0.9419418381628739
0.8999999999999999,Decision Tree,0.9084547198175315
0.8999999999999999,Random Forest,0.9319371727748691
0.8999999999999999,Naive Bayes,0.679436006427868
0.8999999999999999,Neural Net,0.9027525789228138
0.8999999999999999,Nearest Neighbors,0.9544347104867554
0.8999999999999999,RBF SVM,0.9416826499403868
0.8999999999999999,Decision Tree,0.9214659685863874
0.8999999999999999,Random Forest,0.9296044787724845
0.8999999999999999,Naive Bayes,0.7859623658700948
0.8999999999999999,Neural Net,0.9035301435902753
